album_id,artist_id,title,release_year,release_date,primary_genre,secondary_genre,album_type,total_tracks,popularity_score
ALB_0276,ART_0651,Thunder Determine,2006,2016-03-17,Rock,,Studio,10,0.072
ALB_0277,ART_0467,Implemented System-Worthy Architecture,2005,2022-11-17,R&B,Rock,Studio,12,0.109
ALB_0278,ART_0428,Soul Stuff,2020,2025-07-01,Jazz,Country,Compilation,12,0.15
ALB_0279,ART_0551,Smooth Report,2005,2016-10-21,Jazz,,Studio,8,0.223
ALB_0280,ART_0185,Time Property,2020,2023-07-13,Country,Hip-Hop,Studio,12,0.11
ALB_0281,ART_0437,Echo Entire,2024,2026-04-27,Rock,Jazz,Studio,12,0.065
ALB_0282,ART_0454,World Senior,2021,2024-08-02,Indie,,Studio,12,0.092
ALB_0283,ART_0188,Multi-Tiered Asynchronous Knowledge User,2018,2026-04-06,Pop,,Studio,12,0.071
ALB_0284,ART_0048,Polarized Optimal Initiative,2014,2021-08-30,Rock,,Studio,14,0.062
ALB_0285,ART_0046,Team-Oriented Intangible Moratorium,2013,2015-09-21,Pop,,Studio,12,0.125
ALB_0286,ART_0055,Multi-Lateral Tangible Workforce,2024,2026-04-27,Country,,Studio,14,0.055
ALB_0287,ART_0296,Sharable Attitude-Oriented Benchmark,2020,2025-05-24,Metal,,Live,12,0.156
ALB_0288,ART_0112,Switchable Static Help-Desk,2020,2022-12-26,R&B,,Studio,14,0.072
ALB_0289,ART_0437,Seamless 6Thgeneration Open System,2024,2026-04-27,Rock,Jazz,Compilation,12,0.086
ALB_0290,ART_0190,Synergistic Secondary Initiative,1997,2025-06-03,R&B,Hip-Hop,Compilation,16,0.089
ALB_0291,ART_0411,Time Glass,2013,2025-12-10,R&B,,Studio,10,0.152
ALB_0292,ART_0621,Time Law,2002,2006-08-25,Metal,R&B,Live,12,0.086
ALB_0293,ART_0647,Cross-Platform Empowering Definition,2019,2023-11-15,Pop,,Studio,12,0.084
ALB_0294,ART_0460,Stories Natural,2013,2021-06-16,Classical,,Studio,14,0.056
ALB_0295,ART_0467,Team-Oriented Object-Oriented Definition,2017,2022-06-09,R&B,Rock,Studio,14,0.076
ALB_0296,ART_0304,Time Include,2005,2016-02-12,R&B,,Studio,10,0.059
ALB_0297,ART_0295,Synergistic Optimizing Solution,2023,2025-10-26,Rock,,Studio,14,0.1
ALB_0298,ART_0389,Monitored 4Thgeneration Matrices,2016,2019-02-26,Metal,Electronic,EP,10,0.075
ALB_0299,ART_0227,Time Just,2022,2026-02-27,Hip-Hop,Pop,Studio,10,0.091
ALB_0300,ART_0279,Configurable Bifurcated Superstructure,2018,2021-03-02,Pop,Electronic,Studio,12,0.055
ALB_0301,ART_0347,Life Forget,2019,2023-01-12,Hip-Hop,,Studio,12,0.057
ALB_0302,ART_0404,World Still,2018,2021-07-23,R&B,,Studio,12,0.096
ALB_0303,ART_0457,Circuit Meeting,1996,2008-01-27,Electronic,,Studio,12,0.056
ALB_0304,ART_0360,Cross-Platform Leadingedge Success,2017,2024-03-12,Country,,Studio,12,0.056
ALB_0305,ART_0147,Intuitive Asymmetric Framework,2007,2010-01-28,Electronic,,Studio,10,0.055
ALB_0306,ART_0478,Triple-Buffered Bifurcated Adapter,2024,2026-04-27,R&B,,Compilation,10,0.226
ALB_0307,ART_0296,World Raise,2022,2024-07-14,Metal,,EP,10,0.1
ALB_0308,ART_0371,Time Such,2024,2026-04-27,R&B,,Studio,16,0.066
ALB_0309,ART_0031,User-Centric Dynamic Model,1995,2002-05-18,Indie,,Studio,8,0.064
ALB_0310,ART_0479,Diverse Full-Range Open Architecture,2014,2020-07-31,Pop,Electronic,Studio,14,0.066
ALB_0311,ART_0553,Stories Maintain,2024,2026-04-27,Hip-Hop,,Studio,8,0.107
ALB_0312,ART_0117,Open-Architected Responsive Contingency,2019,2022-04-01,Hip-Hop,,Live,14,0.089
ALB_0313,ART_0057,Switchable Intermediate Infrastructure,2018,2020-06-28,R&B,Classical,Live,10,0.06
ALB_0314,ART_0018,Seamless Dedicated Knowledge User,1995,2014-06-29,Pop,Jazz,Studio,10,0.059
ALB_0315,ART_0437,Networked 24Hour Strategy,2010,2015-04-29,Rock,Jazz,Studio,14,0.057
ALB_0316,ART_0041,Blue Family,2018,2024-10-31,Jazz,,Studio,10,0.089
ALB_0317,ART_0344,Neon Table,2019,2025-04-19,Electronic,,Live,14,0.105
ALB_0318,ART_0564,Re-Engineered Bi-Directional Website,2013,2024-11-28,Hip-Hop,,Live,12,0.063
ALB_0319,ART_0424,Enterprise-Wide High-Level Graphic Interface,2015,2019-02-02,Country,Jazz,Studio,10,0.055
ALB_0320,ART_0551,Customizable Empowering Secured Line,2013,2024-10-22,Jazz,,Studio,10,0.057
ALB_0321,ART_0577,Edge News,2022,2026-04-02,Rock,Classical,EP,12,0.259
ALB_0322,ART_0095,Intuitive Radical Info-Mediaries,2013,2022-01-16,Rock,,Studio,8,0.064
ALB_0323,ART_0672,Stories People,2024,2026-04-27,Metal,,Studio,10,0.106
ALB_0324,ART_0136,Multi-Channeled Logistical Process Improvement,1996,2003-02-24,Pop,,Studio,16,0.085
ALB_0325,ART_0109,Synergistic Tertiary Website,2023,2025-08-12,Country,,Live,12,0.068
ALB_0326,ART_0283,Seamless Optimizing Artificial Intelligence,2020,2025-01-02,Classical,,Studio,10,0.06
ALB_0327,ART_0641,Intuitive Bottom-Line Encoding,2002,2011-01-14,Pop,,Studio,12,0.058
ALB_0328,ART_0537,Life Cover,2024,2026-04-27,Classical,Electronic,Live,16,0.084
ALB_0329,ART_0016,Digitized Multimedia Info-Mediaries,2021,2024-07-28,Metal,Indie,Compilation,10,0.107
ALB_0330,ART_0008,Wave Certainly,1998,2015-04-06,Electronic,,Studio,10,0.087
ALB_0331,ART_0612,Journey Land,2024,2026-04-27,Indie,Classical,Studio,10,0.077
ALB_0332,ART_0454,Sharable National Solution,2006,2024-11-11,Indie,,Studio,12,0.055
ALB_0333,ART_0202,Enhanced Next Generation Concept,2019,2023-10-07,Indie,R&B,Studio,16,0.262
ALB_0334,ART_0651,Echo Challenge,1995,2002-09-29,Rock,,Studio,12,0.113
ALB_0335,ART_0435,Velvet Thousand,2007,2016-12-25,Jazz,Electronic,Studio,8,0.064
ALB_0336,ART_0266,Life Argue,1998,2022-10-27,Indie,,Compilation,12,0.322
ALB_0337,ART_0092,Stories Act,2024,2026-04-27,Country,,Studio,10,0.083
ALB_0338,ART_0274,Journey Day,2023,2026-02-18,Hip-Hop,,Studio,12,0.081
ALB_0339,ART_0520,Realigned Motivating Projection,2005,2016-09-21,Jazz,,Live,8,0.102
ALB_0340,ART_0150,Synergized Mobile Instruction Set,2021,2025-06-13,Rock,Classical,Studio,8,0.116
ALB_0341,ART_0581,Organic Mobile Concept,2023,2025-05-26,Indie,,Studio,10,0.088
ALB_0342,ART_0126,Assimilated Well-Modulated Definition,2015,2019-12-12,Indie,Pop,Compilation,10,0.058
ALB_0343,ART_0278,Grass-Roots Directional Monitoring,2010,2016-05-11,Pop,,Live,10,0.066
ALB_0344,ART_0255,Vision-Oriented Logistical Open System,2023,2026-01-22,Pop,R&B,Live,8,0.18
ALB_0345,ART_0490,Visionary Modular Neural-Net,2015,2021-11-30,Hip-Hop,R&B,Live,10,0.061
ALB_0346,ART_0533,Time Page,2010,2013-12-01,R&B,Rock,EP,12,0.067
ALB_0347,ART_0619,Love Stage,2022,2025-05-28,Pop,,Studio,10,0.07
ALB_0348,ART_0314,Multi-Lateral Needs-Based System Engine,2022,2024-05-26,Classical,,Compilation,8,0.071
ALB_0349,ART_0088,Up-Sized Leadingedge Moratorium,2004,2010-09-09,Pop,Electronic,Live,12,0.084
ALB_0350,ART_0487,Optimized Bi-Directional Support,2016,2024-12-16,Classical,,Studio,10,0.2
ALB_0351,ART_0166,Dreams Society,2012,2017-04-15,Pop,,EP,8,0.062
ALB_0352,ART_0615,Automated Local Firmware,2001,2011-05-03,Indie,Country,EP,12,0.058
ALB_0353,ART_0432,Cross-Group Leadingedge Capability,2014,2024-01-28,Hip-Hop,,Studio,10,0.06
ALB_0354,ART_0105,Love Economic,2022,2024-09-26,Pop,Jazz,Studio,12,0.146
ALB_0355,ART_0154,User-Centric Optimizing Solution,2018,2022-06-03,Indie,Country,EP,14,0.087
ALB_0356,ART_0409,Triple-Buffered Reciprocal Product,2017,2022-04-25,Hip-Hop,,Live,14,0.063
ALB_0357,ART_0585,Seamless Client-Driven Toolset,2024,2026-04-27,Country,,Studio,10,0.117
ALB_0358,ART_0511,Stories Design,2004,2022-06-05,Indie,,Studio,16,0.134
ALB_0359,ART_0124,Stories Over,2019,2023-01-26,R&B,,Live,14,0.127
ALB_0360,ART_0587,Grass-Roots Radical Monitoring,2013,2017-03-03,Hip-Hop,Country,EP,12,0.17
ALB_0361,ART_0381,Pulse Score,2013,2018-07-15,Electronic,Hip-Hop,Studio,10,0.062
ALB_0362,ART_0210,Life Page,2015,2019-09-22,R&B,,Studio,8,0.103
ALB_0363,ART_0182,Stories Toward,2008,2018-07-20,Country,Indie,Studio,10,0.072
ALB_0364,ART_0657,Journey We,2022,2025-09-04,Country,,EP,14,0.126
ALB_0365,ART_0684,Stories Beyond,2006,2010-10-04,R&B,Pop,Studio,10,0.098
ALB_0366,ART_0027,Versatile Zero Tolerance Installation,2019,2025-11-29,Pop,Metal,Studio,16,0.107
ALB_0367,ART_0555,Star Factor,2024,2026-04-27,Pop,,Studio,8,0.088
ALB_0368,ART_0369,Time Card,1997,2018-04-04,R&B,Country,Studio,12,0.059
ALB_0369,ART_0455,Life Cause,2015,2019-07-25,Country,Electronic,Studio,16,0.078
ALB_0370,ART_0272,Thunder Seek,2004,2012-10-04,Rock,,Studio,12,0.363
ALB_0371,ART_0016,Fully-Configurable Well-Modulated Service-Desk,2024,2026-04-27,Metal,Indie,Live,12,0.192
ALB_0372,ART_0463,Neon Change,2022,2025-06-22,Electronic,Indie,Live,14,0.055
ALB_0373,ART_0681,Journey Exist,2024,2026-04-27,Country,,EP,12,0.059
ALB_0374,ART_0146,Multi-Tiered Local Archive,2024,2026-04-27,Hip-Hop,Classical,Live,14,0.058
ALB_0375,ART_0348,Time Up,2023,2026-02-01,Classical,,Studio,8,0.098
ALB_0376,ART_0295,Edge Interesting,2018,2023-05-31,Rock,,Live,10,0.118
ALB_0377,ART_0318,Storm Fall,2012,2022-08-27,Rock,Pop,Studio,12,0.061
ALB_0378,ART_0394,Time Understand,2021,2024-06-04,Hip-Hop,,Compilation,14,0.075
ALB_0379,ART_0437,Thunder Method,2015,2020-04-06,Rock,Jazz,Studio,16,0.125
ALB_0380,ART_0379,Adaptive Zero-Defect Superstructure,2024,2026-04-27,Rock,,Studio,12,0.099
ALB_0381,ART_0043,Persevering Scalable Secured Line,2021,2025-05-30,Hip-Hop,,Studio,10,0.078
ALB_0382,ART_0437,Cloned National Infrastructure,2015,2019-04-12,Rock,Jazz,Studio,10,0.082
ALB_0383,ART_0437,Optimized Didactic Methodology,2021,2024-02-15,Rock,Jazz,Studio,14,0.075
ALB_0384,ART_0469,Horizontal Global Neural-Net,2003,2017-06-15,Jazz,,Studio,14,0.064
ALB_0385,ART_0256,Re-Contextualized Mobile Toolset,2022,2025-01-02,Indie,,Studio,10,0.079
ALB_0386,ART_0354,Life Rest,2019,2025-02-16,Indie,,Studio,10,0.092
ALB_0387,ART_0502,Balanced Bandwidth-Monitored Product,2020,2025-06-15,Rock,,Studio,12,0.139
ALB_0388,ART_0621,Persevering 3Rdgeneration Capability,2020,2026-01-13,Metal,R&B,Studio,8,0.086
ALB_0389,ART_0049,Diverse Leadingedge Knowledgebase,2012,2014-04-29,Metal,,Studio,16,0.104
ALB_0390,ART_0373,Optimized Dedicated Solution,2024,2026-04-27,Electronic,R&B,Live,14,0.059
ALB_0391,ART_0470,Love Us,2017,2023-11-14,Pop,,Compilation,16,0.072
ALB_0392,ART_0341,Dreams Cold,2018,2025-07-25,Pop,Jazz,Live,12,0.055
ALB_0393,ART_0147,Grass-Roots Background Projection,2020,2023-10-05,Electronic,,Studio,14,0.062
ALB_0394,ART_0296,Configurable Holistic Secured Line,2012,2025-03-01,Metal,,Studio,10,0.098
ALB_0395,ART_0664,Down-Sized Actuating Infrastructure,2019,2024-06-11,Rock,,Compilation,14,0.483
ALB_0396,ART_0088,Up-Sized Tangible System Engine,2001,2008-09-14,Pop,Electronic,Studio,8,0.057
ALB_0397,ART_0606,Thunder Reality,2020,2022-09-07,Rock,Jazz,Studio,12,0.069
ALB_0398,ART_0219,Forever Beyond,2023,2025-04-26,Pop,Classical,Studio,16,0.113
ALB_0399,ART_0352,Polarized Asynchronous Capacity,2010,2020-08-18,R&B,Metal,Studio,8,0.06
ALB_0400,ART_0437,Programmable Systemic Intranet,2014,2016-05-29,Rock,Jazz,Studio,14,0.079
ALB_0401,ART_0020,Stories Safe,2018,2022-05-19,Indie,,Studio,12,0.099
ALB_0402,ART_0437,Edge Camera,2016,2026-03-23,Rock,Jazz,Studio,8,0.084
ALB_0403,ART_0360,Stories Knowledge,2018,2024-06-25,Country,,Studio,12,0.06
ALB_0404,ART_0334,World Mean,2014,2017-01-09,Hip-Hop,,Compilation,16,0.066
ALB_0405,ART_0134,Networked Background Superstructure,2014,2024-05-18,Country,,Studio,16,0.109
ALB_0406,ART_0284,Thunder Board,2018,2022-03-13,Rock,,Studio,16,0.079
ALB_0407,ART_0117,Innovative Client-Driven Implementation,2014,2024-01-20,Hip-Hop,,Studio,10,0.055
ALB_0408,ART_0132,World Some,2013,2024-12-08,Hip-Hop,,Live,8,0.104
ALB_0409,ART_0144,Forever Put,2008,2026-03-16,Pop,,Studio,12,0.055
ALB_0410,ART_0127,Digitized Asymmetric Moderator,2021,2025-01-03,Electronic,,Studio,12,0.101
ALB_0411,ART_0238,Seamless Solution-Oriented Concept,2001,2013-06-10,Rock,,Studio,12,0.06
ALB_0412,ART_0283,Time Seven,2020,2023-03-04,Classical,,Compilation,14,0.23
ALB_0413,ART_0438,User-Friendly Coherent Installation,2013,2022-02-04,Rock,,Studio,12,0.067
ALB_0414,ART_0337,Neon Level,2014,2024-12-01,Electronic,,Compilation,10,0.065
ALB_0415,ART_0637,Digital Before,2014,2025-04-14,Electronic,Jazz,Studio,10,0.059
ALB_0416,ART_0657,Devolved Web-Enabled Capability,2014,2022-03-19,Country,,Studio,8,0.064
ALB_0417,ART_0675,World If,2024,2026-04-27,R&B,,Compilation,12,0.141
ALB_0418,ART_0437,Optimized Foreground Utilization,2014,2017-09-18,Rock,Jazz,Studio,10,0.696
ALB_0419,ART_0217,Stories Factor,2024,2026-04-27,Metal,Pop,Compilation,14,0.067
ALB_0420,ART_0438,Echo Energy,2020,2024-07-13,Rock,,Studio,10,0.071
ALB_0421,ART_0259,Time Plan,2004,2020-09-28,R&B,Electronic,EP,10,0.097
ALB_0422,ART_0108,Horizontal Zero-Defect Solution,2024,2026-04-27,Rock,,EP,8,0.146
ALB_0423,ART_0022,Journey Throw,2019,2024-08-10,Country,Indie,Studio,12,0.082
ALB_0424,ART_0272,Innovative Demand-Driven Model,2007,2019-08-21,Rock,,Studio,8,0.068
ALB_0425,ART_0437,Edge Current,2019,2025-01-21,Rock,Jazz,Studio,12,0.069
ALB_0426,ART_0151,Star Find,1996,2016-05-30,Pop,,EP,12,0.093
ALB_0427,ART_0442,Journey Step,2016,2025-07-02,Indie,,Live,12,0.054
ALB_0428,ART_0151,Light Education,2004,2016-03-20,Pop,,Studio,8,0.084
ALB_0429,ART_0655,Customizable Disintermediate Methodology,2023,2025-12-15,Classical,Hip-Hop,Studio,8,0.066
ALB_0430,ART_0116,Compatible Multi-Tasking Access,2021,2026-04-12,Country,Metal,Live,16,0.112
ALB_0431,ART_0285,Intuitive Clear-Thinking Info-Mediaries,2003,2023-05-25,Metal,,Studio,8,0.057
ALB_0432,ART_0230,Time Outside,2017,2022-04-07,Metal,,Studio,12,0.081
ALB_0433,ART_0162,Pulse Office,2019,2024-09-24,Electronic,,Compilation,14,0.073
ALB_0434,ART_0551,Virtual Methodical Throughput,2009,2012-05-30,Jazz,,Studio,12,0.087
ALB_0435,ART_0483,Journey People,2016,2018-11-10,Metal,,Studio,10,0.056
ALB_0436,ART_0109,Life Everybody,2024,2026-04-27,Country,,Studio,10,0.081
ALB_0437,ART_0156,Stories Win,2020,2022-07-24,Country,,Live,12,0.079
ALB_0438,ART_0691,Stories Strategy,2007,2016-01-31,Hip-Hop,Metal,Studio,8,0.079
ALB_0439,ART_0506,Horizontal Responsive Structure,2019,2023-10-28,Pop,,Studio,10,0.083
ALB_0440,ART_0437,Operative Interactive Standardization,2014,2020-05-04,Rock,Jazz,Studio,14,0.091
ALB_0441,ART_0404,Life Push,2024,2026-04-27,R&B,,Studio,12,0.114
ALB_0442,ART_0153,Seamless Coherent Focus Group,2015,2018-01-25,Indie,,Studio,14,0.063
ALB_0443,ART_0365,Love Bar,2010,2019-06-23,Pop,,Studio,10,0.12
ALB_0444,ART_0368,Expanded Coherent Monitoring,2024,2026-04-27,Hip-Hop,,EP,14,0.074
ALB_0445,ART_0538,Reverse-Engineered Scalable Task-Force,2015,2024-10-29,Rock,,Compilation,10,0.056
ALB_0446,ART_0664,Synergized Secondary Architecture,2024,2026-04-27,Rock,,EP,16,0.056
ALB_0447,ART_0437,Optional Upward-Trending Encoding,2024,2026-04-27,Rock,Jazz,Studio,12,0.065
ALB_0448,ART_0141,Time Before,2024,2026-04-27,Hip-Hop,,Live,12,0.109
ALB_0449,ART_0093,Customizable Logistical Pricing Structure,2002,2017-09-17,Rock,Electronic,Live,12,0.095
ALB_0450,ART_0676,Wave For,2023,2025-12-25,Electronic,Hip-Hop,Live,12,0.11
ALB_0451,ART_0326,Journey Really,2012,2023-03-17,Indie,Classical,Studio,14,0.076
ALB_0452,ART_0679,Decentralized 24/7 Strategy,2008,2012-07-06,Hip-Hop,,Studio,14,0.071
ALB_0453,ART_0486,Life Activity,2003,2008-10-03,Country,Rock,Studio,14,0.058
ALB_0454,ART_0416,Monitored Multi-State Model,2019,2025-03-26,Jazz,,EP,10,0.065
ALB_0455,ART_0610,Up-Sized Empowering Concept,2022,2025-01-22,Country,,Compilation,10,0.07
ALB_0456,ART_0044,User-Friendly Zero-Defect Flexibility,2015,2023-11-30,Country,,Studio,12,0.057
ALB_0457,ART_0629,Decentralized Zero Administration Algorithm,2020,2023-08-29,Pop,,Studio,10,0.061
ALB_0458,ART_0219,Light Laugh,2023,2025-08-03,Pop,Classical,Studio,10,0.082
ALB_0459,ART_0150,Cloned Empowering Structure,2016,2026-02-13,Rock,Classical,Studio,10,0.1
ALB_0460,ART_0073,Edge Product,2020,2022-08-17,Rock,,EP,16,1.0
ALB_0461,ART_0567,Edge Lose,2023,2025-10-29,Rock,,Live,10,0.186
ALB_0462,ART_0448,Centralized Modular Open System,2017,2020-06-26,R&B,,Live,10,0.087
ALB_0463,ART_0415,Diverse Eco-Centric Throughput,2021,2023-08-17,Metal,,EP,14,0.07
ALB_0464,ART_0106,Re-Engineered Systematic Success,2008,2012-03-01,Rock,Hip-Hop,Live,12,0.086
ALB_0465,ART_0359,Life Sit,2019,2023-11-11,Classical,,EP,10,0.11
ALB_0466,ART_0082,Life Another,2023,2026-03-06,Classical,,Studio,8,0.058
ALB_0467,ART_0542,Advanced Dynamic Analyzer,2023,2025-10-15,Rock,Indie,Live,12,0.069
ALB_0468,ART_0632,Dreams Identify,2019,2025-12-02,Pop,,EP,8,0.125
ALB_0469,ART_0355,Life Country,2011,2025-06-04,Indie,Jazz,Studio,10,0.068
ALB_0470,ART_0563,Automated Neutral Website,2024,2026-04-27,Jazz,Pop,Studio,10,0.08
ALB_0471,ART_0229,User-Centric Solution-Oriented Instruction Set,2016,2020-02-12,Metal,Rock,Studio,12,0.081
ALB_0472,ART_0589,Edge Energy,2000,2012-04-22,Rock,,Studio,10,0.06
ALB_0473,ART_0098,Journey Service,1999,2009-04-26,R&B,,Live,12,0.067
ALB_0474,ART_0453,Compatible Object-Oriented Hub,2020,2022-10-18,Pop,,Studio,14,0.065
ALB_0475,ART_0018,Dreams Report,2023,2026-03-22,Pop,Jazz,Studio,10,0.055
ALB_0476,ART_0151,Light Country,1995,2003-10-16,Pop,,Live,8,0.055
ALB_0477,ART_0424,Programmable 6Thgeneration Initiative,2011,2014-03-19,Country,Jazz,Studio,12,0.122
ALB_0478,ART_0185,Persistent Executive Time-Frame,2008,2023-11-02,Country,Hip-Hop,Studio,10,0.063
ALB_0479,ART_0010,Soul Generation,2020,2022-08-31,Jazz,,EP,14,0.076
ALB_0480,ART_0154,Persevering 24/7 Hub,2019,2022-04-27,Indie,Country,Studio,8,0.064
ALB_0481,ART_0270,Re-Contextualized Zero Tolerance Framework,1995,2018-10-07,Jazz,Country,EP,14,0.196
ALB_0482,ART_0497,Love Eight,2023,2025-10-12,Pop,,Studio,12,0.062
ALB_0483,ART_0270,Soul Perhaps,2022,2026-04-06,Jazz,Country,Studio,8,0.07
ALB_0484,ART_0178,Visionary Zero-Defect Customer Loyalty,2021,2025-07-07,R&B,,Studio,10,0.139
ALB_0485,ART_0565,Quality-Focused Well-Modulated Utilization,2022,2024-10-22,Country,,Studio,12,0.126
ALB_0486,ART_0163,Forever According,2015,2025-09-16,Pop,,Studio,14,0.06
ALB_0487,ART_0623,Assimilated Discrete Moratorium,2022,2025-01-04,Pop,Rock,Studio,8,0.114
ALB_0488,ART_0481,Star Those,2019,2024-10-13,Pop,,EP,10,0.072
ALB_0489,ART_0280,Advanced Full-Range Ability,2013,2023-09-01,Metal,,Studio,12,0.073
ALB_0490,ART_0441,Multi-Tiered User-Facing Superstructure,2002,2011-01-31,Hip-Hop,,Studio,14,0.058
ALB_0491,ART_0271,Expanded Multi-Tasking Encoding,2024,2026-04-27,R&B,,Studio,16,0.057
ALB_0492,ART_0379,Centralized Client-Server Structure,2022,2024-11-16,Rock,,Studio,12,0.098
ALB_0493,ART_0688,Balanced Discrete Model,2024,2026-04-27,Electronic,,Compilation,12,0.074
ALB_0494,ART_0381,Circuit War,2022,2025-01-23,Electronic,Hip-Hop,Studio,14,0.071
ALB_0495,ART_0404,User-Friendly Attitude-Oriented Paradigm,2007,2010-12-10,R&B,,Compilation,10,0.099
ALB_0496,ART_0368,Devolved Scalable Infrastructure,2023,2025-05-23,Hip-Hop,,Studio,16,0.105
ALB_0497,ART_0427,Echo Out,2021,2023-07-04,Rock,R&B,Studio,12,0.059
ALB_0498,ART_0167,Switchable Clear-Thinking Encoding,2017,2021-05-11,Country,,Studio,14,0.083
ALB_0499,ART_0587,Journey Today,2015,2020-02-25,Hip-Hop,Country,Live,10,0.058
ALB_0500,ART_0652,Object-Based Tangible Support,2007,2014-11-12,Classical,,Studio,8,0.102
ALB_0501,ART_0699,Star Local,2024,2026-04-27,Pop,,Studio,12,0.088
ALB_0502,ART_0327,Time Bad,2020,2026-02-03,Metal,,Studio,10,0.226
ALB_0503,ART_0111,Time Century,2024,2026-04-27,Indie,,Studio,10,0.056
ALB_0504,ART_0491,Reduced Bi-Directional Collaboration,2002,2006-08-23,Electronic,,Live,14,0.056
ALB_0505,ART_0680,Organized Maximized Functionalities,2013,2019-10-16,Hip-Hop,,Studio,10,0.063
ALB_0506,ART_0581,Public-Key Heuristic Throughput,2018,2021-07-25,Indie,,Studio,10,0.062
ALB_0507,ART_0579,Integrated Maximized Firmware,2022,2026-01-09,Electronic,Classical,Live,12,0.062
ALB_0508,ART_0473,Pulse Believe,2020,2022-12-13,Electronic,Pop,Studio,8,0.16
ALB_0509,ART_0272,Echo Rich,2018,2022-02-21,Rock,,Live,10,0.062
ALB_0510,ART_0691,Triple-Buffered Tangible Portal,2021,2023-06-10,Hip-Hop,Metal,Studio,10,0.063
ALB_0511,ART_0518,Inverse Client-Server Array,2009,2021-12-26,Electronic,,Compilation,10,0.104
ALB_0512,ART_0363,Life Heart,2015,2020-11-18,Indie,,Studio,14,0.071
ALB_0513,ART_0025,Business-Focused Systematic Framework,2023,2025-07-30,Hip-Hop,,Studio,10,0.108
ALB_0514,ART_0054,Pulse Contain,2023,2025-05-07,Electronic,Jazz,Live,10,0.056
ALB_0515,ART_0428,Open-Architected Local Open Architecture,2019,2025-01-21,Jazz,Country,Live,14,0.074
ALB_0516,ART_0437,Storm Enjoy,2011,2014-07-19,Rock,Jazz,Studio,14,0.055
ALB_0517,ART_0518,Customer-Focused Client-Driven Capability,2020,2022-05-14,Electronic,,Live,10,0.056
ALB_0518,ART_0438,Storm Then,2017,2024-10-13,Rock,,Live,10,0.16
ALB_0519,ART_0264,Neon Doctor,2024,2026-04-27,Electronic,,Studio,10,0.058
ALB_0520,ART_0693,Open-Architected Holistic Software,2001,2017-10-25,Classical,,Studio,16,0.077
ALB_0521,ART_0236,Stand-Alone Attitude-Oriented Paradigm,2022,2025-06-28,Pop,Country,EP,16,0.069
ALB_0522,ART_0030,Circuit Whose,2015,2024-08-19,Electronic,,Live,14,0.066
ALB_0523,ART_0611,Ameliorated Asymmetric Customer Loyalty,2000,2023-12-24,Electronic,,Compilation,12,0.155
ALB_0524,ART_0104,Organic Clear-Thinking Array,2023,2026-03-23,Pop,,Studio,10,0.055
ALB_0525,ART_0515,Stories Themselves,2024,2026-04-27,R&B,,Studio,12,0.089
ALB_0526,ART_0412,Life Can,2020,2022-06-28,Classical,Electronic,Studio,12,0.245
ALB_0527,ART_0375,Persistent Actuating Concept,2019,2025-12-09,Hip-Hop,,Compilation,12,0.079
ALB_0528,ART_0423,World Lead,2015,2024-09-17,Classical,,EP,10,0.191
ALB_0529,ART_0517,Object-Based Modular Algorithm,2023,2025-09-13,Indie,,Compilation,12,0.056
ALB_0530,ART_0024,Optimized Context-Sensitive Help-Desk,2007,2012-12-19,Pop,Classical,Live,12,0.07
ALB_0531,ART_0280,Time Culture,2020,2023-06-02,Metal,,Compilation,8,0.062
ALB_0532,ART_0516,Organized Coherent Alliance,2022,2025-07-18,Pop,,Compilation,8,0.099
ALB_0533,ART_0319,Seamless Dynamic Project,2019,2022-10-17,Electronic,,Studio,16,0.332
ALB_0534,ART_0045,Open-Source Neutral Matrices,2007,2010-05-09,Country,Classical,Live,10,0.062
ALB_0535,ART_0437,Grass-Roots Human-Resource Challenge,2019,2023-05-31,Rock,Jazz,Compilation,10,0.088
ALB_0536,ART_0450,Stand-Alone Multi-Tasking Encryption,2016,2023-05-14,R&B,,Studio,8,0.06
ALB_0537,ART_0133,Quality-Focused 3Rdgeneration Implementation,2023,2026-02-06,Electronic,,Live,16,0.079
ALB_0538,ART_0347,Journey Her,2021,2024-10-03,Hip-Hop,,Studio,14,0.072
ALB_0539,ART_0198,World Station,2021,2024-10-09,Hip-Hop,Classical,Studio,12,0.276
ALB_0540,ART_0289,Re-Contextualized Motivating Graphic Interface,2024,2026-04-27,Indie,,Live,12,0.083
ALB_0541,ART_0076,Enterprise-Wide 4Thgeneration Functionalities,2018,2023-11-25,Hip-Hop,,Studio,12,0.066
ALB_0542,ART_0441,Assimilated Zero-Defect Focus Group,2009,2012-03-13,Hip-Hop,,Live,10,0.057
ALB_0543,ART_0557,Phased Multi-Tasking Help-Desk,2024,2026-04-27,Country,,Live,10,0.059
ALB_0544,ART_0436,Life Early,2019,2026-03-10,Indie,,Studio,10,0.061
ALB_0545,ART_0370,Storm Black,2018,2021-10-21,Rock,Pop,Studio,14,0.062
ALB_0546,ART_0162,Front-Line Encompassing Monitoring,2007,2023-03-13,Electronic,,Studio,8,0.129
ALB_0547,ART_0697,Stories Whose,2022,2025-10-16,Hip-Hop,Country,Compilation,12,0.079
ALB_0548,ART_0493,Stories South,2002,2026-03-29,Hip-Hop,,Live,8,0.076
ALB_0549,ART_0074,Face-To-Face Object-Oriented Website,2005,2014-09-12,Indie,,Studio,10,0.057
