album_id,artist_id,title,release_year,genre,total_tracks
594,19,Under Silent Spectra,2003,R&B,8
595,105,Endless Vol. I,2007,Jazz,9
596,100,Horizons of Contours,2016,Rock,8
597,165,Archives of Echoes,2017,Hip-Hop,11
598,218,Frozen Spectra EP,2011,Electronic,10
599,75,Ruins of Intervals,2009,Hip-Hop,11
600,73,Tides of Circuits,2000,Country,4
601,137,The Broken Margins Vol. II,2018,Pop,10
602,246,Signals of Ruins,2020,Metal,8
603,246,Vanished Dissonance EP,2013,Metal,8
604,32,Neon Archives Sessions,2017,Electronic,10
605,138,Under Distant Ruins,2012,Pop,9
606,192,Overtones of Margins,2015,Pop,12
607,55,Drifting EP,2008,Jazz,11
608,42,The Silent Intervals,2007,Jazz,13
609,30,The Static Wavelengths Sessions,2021,Country,8
610,218,Under Scattered Reverb,2018,Electronic,9
611,19,Pulses & Shadows,2003,R&B,14
612,26,The Weightless Archives (Deluxe),2017,Electronic,11
613,92,The Static Reverb,2017,Hip-Hop,8
614,73,Under Distant Overtones,2001,Country,12
615,82,Under Static Ruins,2017,Metal,14
616,150,The Muted Archives Vol. I,2020,Jazz,10
617,81,Mirrors & Wavelengths,2005,Rock,10
618,183,Reverb of Vaults,2010,Jazz,14
619,216,Signals & Pulses,2022,Folk,8
620,85,Scattered (Deluxe),2007,R&B,4
621,199,Circuits & Contours,2019,Country,10
622,45,Dissonance & Resonance,2001,Pop,11
623,229,Under Crimson Currents,2018,Metal,9
624,187,Neon Dissonance EP,2023,Pop,7
625,8,Under Muted Orbits,2024,Country,10
626,55,Vanished Currents EP,2021,Jazz,6
627,121,Under Weightless Dissonance,2004,Jazz,8
628,35,Burning EP,2011,Classical,9
629,102,Drifts & Tides,2020,Classical,9
630,62,Under Static Bridges,2022,Folk,12
631,115,The Velvet Archives Sessions,2022,R&B,7
632,224,The Weightless Margins (Deluxe),2022,Country,14
633,11,Golden Frequencies,2010,Rock,6
634,172,The Burning Spectra Vol. I,2017,Pop,14
635,121,Fragments of Horizons,2017,Jazz,13
636,248,Under Drifting Resonance,2014,Country,20
637,214,Currents of Archives,2022,Country,13
638,97,Orbits of Frequencies,2013,Hip-Hop,13
639,168,Burning Currents Vol. II,2024,Folk,13
640,58,Under Fading Frequencies,2018,Electronic,12
641,125,Under Broken Thresholds,2001,Hip-Hop,4
642,59,Burning Reverb,2022,Metal,13
643,39,The Velvet Frequencies Sessions,2012,Classical,11
644,170,The Endless Wavelengths Vol. I,2021,Hip-Hop,9
645,30,Crimson Sessions,2022,Country,12
646,166,Broken Archives Sessions,2000,Hip-Hop,16
647,35,Drifts of Echoes,2013,Classical,11
648,15,The Golden Spectra,2016,Pop,12
649,246,Tides of Overtones,2018,Metal,10
650,243,Crimson Thresholds Sessions,2023,Pop,12
651,223,Under Blinding Bridges,2023,Classical,4
652,68,The Weightless Pulses Vol. I,2021,Metal,8
653,153,Under Distant Mirrors,2019,Folk,8
654,99,The Silver Tides,2019,Rock,10
655,221,Under Static Vaults,2021,Pop,15
656,39,Under Silver Bridges,2024,Classical,14
657,231,Under Glowing Echoes,2023,R&B,6
658,129,Distant Circuits Revisited,1999,Folk,12
659,231,Under Vanished Resonance,2019,R&B,12
660,230,Trembling Drifts Vol. II,2020,Metal,13
661,241,Blinding Vol. II,2013,Folk,13
662,151,Spectra of Undertones,2024,Metal,11
663,148,Endless Signals,2022,Folk,14
664,197,The Distant Ruins Sessions,2023,Electronic,7
665,105,Embers & Tides,2007,Jazz,7
666,148,Under Silver Drifts,2019,Folk,10
667,97,Embers of Flickers,2020,Hip-Hop,9
668,81,The Endless Reverb Sessions,2006,Rock,8
669,67,Under Endless Archives,2008,Pop,9
670,157,Pulses & Orbits,2022,Rock,11
671,106,Under Vanished Circuits,2019,Classical,12
672,95,Ruins & Archives,2021,Hip-Hop,11
673,199,Orbits of Margins,2020,Country,12
674,219,Horizons of Margins,2012,Metal,8
675,115,Bridges of Horizons,2015,R&B,9
676,131,Restless EP,2009,Rock,10
677,42,Broken Circuits Sessions,2014,Jazz,12
678,23,Golden Mirrors Vol. I,1997,Metal,9
679,156,Weightless Orbits Vol. II,2018,R&B,6
680,183,Under Hollow Undertones,2007,Jazz,8
681,164,The Static Spectra EP,2004,Folk,7
682,50,Glowing Drifts EP,2017,Jazz,12
683,60,Under Velvet Pulses,2006,Country,7
684,93,The Drifting Tides,2013,Metal,10
685,71,Fading Sessions,2005,Electronic,10
686,133,Weightless Flickers,2024,Classical,5
687,24,Under Pale Margins,2022,Jazz,10
688,89,Mirrors & Intervals,2003,Country,11
689,117,Bridges & Vaults,2022,R&B,17
690,28,Under Distant Drifts,2012,Classical,14
691,88,Burning Currents EP,2024,R&B,10
692,65,Thresholds of Orbits,2022,R&B,11
693,124,The Blinding Fragments (Deluxe),2022,Folk,8
694,118,Under Neon Circuits,1998,Rock,12
695,67,Fading Reverb,2018,Pop,11
696,180,The Restless Vaults Vol. I,2021,Rock,8
697,180,Mirrors & Ruins,2021,Rock,10
698,103,Margins of Resonance,2007,Folk,10
699,20,Frequencies & Embers,2020,Electronic,7
700,69,The Weightless Pulses,2023,Country,10
701,189,The Silent Margins,2022,Classical,6
702,68,The Silent Embers,2023,Metal,13
703,92,The Blinding Horizons,2017,Hip-Hop,9
704,174,Circuits of Intervals,2021,Metal,15
705,196,Frozen Sessions,2022,R&B,8
706,127,Under Golden Circuits,2000,R&B,10
707,196,Under Golden Orbits,2021,R&B,9
708,193,Under Broken Echoes,2022,Folk,11
709,123,Under Hollow Drifts,2014,Jazz,8
710,101,Undertones of Bridges,2020,Pop,7
711,250,Trembling Drifts (Deluxe),2005,R&B,8
712,177,Frequencies & Intervals,2015,Electronic,9
713,48,Under Golden Mirrors,2003,Electronic,8
714,121,Under Restless Frequencies,2000,Jazz,11
715,128,Undertones of Frequencies,2016,Country,8
716,219,Golden (Deluxe),2010,Metal,7
717,147,The Muted Pulses,2020,Electronic,12
718,185,Wavelengths & Mirrors,2012,Pop,9
719,111,Crimson,2024,Classical,8
720,246,Signals of Circuits,2009,Metal,8
721,46,Fragments of Wavelengths,2019,Country,13
722,77,Contours & Dissonance,2013,Folk,3
723,13,Crimson Resonance,2018,Classical,12
724,215,Horizons of Thresholds,2021,Rock,16
725,67,Frequencies & Contours,2014,Pop,9
726,239,Frequencies & Tides,2023,Metal,11
727,32,Dissonance & Pulses,2024,Electronic,10
728,51,Under Muted Reverb,2017,Country,9
729,138,The Blinding Ruins Vol. I,2016,Pop,9
730,173,Under Shattered Undertones,2019,Electronic,9
731,115,Fading Intervals,2019,R&B,13
732,162,The Velvet Reverb Vol. I,2020,Rock,9
733,162,Distant Bridges Vol. I,2014,Rock,8
734,81,Reverb & Ruins,2020,Rock,15
735,69,Under Drifting Orbits,2020,Country,5
736,228,Archives of Drifts,2022,Hip-Hop,5
737,106,The Velvet Dissonance,2019,Classical,8
738,187,The Static Currents,2009,Pop,10
739,43,Shattered Contours,2004,Classical,8
740,198,Burning,2016,Jazz,13
741,68,Under Broken Shadows,2024,Metal,12
742,239,The Weightless Ruins (Deluxe),2024,Metal,6
743,33,The Burning Resonance,2006,Rock,7
744,9,Frequencies of Dissonance,2016,Pop,9
745,222,Contours & Thresholds,1999,Folk,10
746,249,Contours of Bridges,2021,Metal,11
747,153,Under Endless Drifts,2023,Folk,10
748,164,Under Pale Spectra,2006,Folk,11
749,124,Under Silent Wavelengths,2003,Folk,10
750,114,Frequencies & Vaults,2003,Classical,9
751,40,Tides & Tides,2011,Metal,6
752,209,The Frozen Ruins (Deluxe),2012,Hip-Hop,5
753,3,Spectra of Circuits,2022,R&B,11
754,123,Tides & Undertones,2016,Jazz,11
755,205,Vanished Frequencies,2008,Classical,8
756,226,The Velvet Flickers Revisited,2015,Jazz,4
757,213,Silent,1998,Metal,12
758,109,Under Trembling Pulses,2012,Electronic,9
759,73,Margins of Contours,2020,Country,8
760,69,The Broken Ruins,2023,Country,5
761,159,Golden Sessions,2024,Country,10
762,49,Tides & Signals,1996,Folk,7
763,249,Under Neon Bridges,2013,Metal,4
764,73,Signals & Flickers,2009,Country,12
765,187,Silent Shadows,2003,Pop,13
766,127,The Restless Vaults,2020,R&B,7
767,205,Shadows & Resonance,2019,Classical,12
768,244,The Hollow Currents Vol. II,2018,Metal,12
769,140,Resonance & Orbits,2024,Metal,5
770,4,Blinding Flickers,2019,Metal,11
771,198,The Scattered Margins,2023,Jazz,13
772,171,The Shattered Orbits Revisited,2005,Jazz,8
773,240,Bridges & Reverb,2018,Jazz,5
774,11,The Frozen Overtones,2023,Rock,12
775,171,Muted Wavelengths (Deluxe),2018,Jazz,8
776,153,The Frozen Undertones,2016,Folk,11
777,41,Distant Revisited,2015,Classical,9
778,87,Echoes of Echoes,2006,Classical,10
779,166,The Trembling Contours,1999,Hip-Hop,9
780,125,The Restless Contours Revisited,2020,Hip-Hop,11
781,89,Weightless,1997,Country,6
782,177,Overtones & Echoes,2022,Electronic,5
783,181,Under Trembling Circuits,2021,Country,5
784,146,The Vanished Frequencies Vol. I,2019,Rock,14
785,71,Burning Signals (Deluxe),2008,Electronic,8
786,210,Contours & Frequencies,2009,Jazz,8
787,1,Drifts of Orbits,2018,Rock,16
788,48,Glowing Dissonance Vol. I,2019,Electronic,9
789,159,Contours of Resonance,2023,Country,11
790,49,Under Broken Intervals,2004,Folk,5
791,83,Silver Drifts Revisited,2020,Classical,10
792,12,The Silver Circuits,2002,Hip-Hop,6
793,9,Under Glowing Flickers,2020,Pop,9
794,66,Frozen Mirrors Sessions,2017,Country,10
795,19,Crimson Reverb (Deluxe),2024,R&B,11
796,228,Scattered Wavelengths Revisited,2009,Hip-Hop,10
797,93,Under Weightless Overtones,2018,Metal,10
798,211,Wavelengths & Flickers,2011,Hip-Hop,11
799,211,Under Golden Drifts,2011,Hip-Hop,10
800,188,Pale Shadows,2024,Country,16
801,25,Weightless Mirrors EP,2007,Hip-Hop,12
802,49,The Burning Pulses,2013,Folk,12
803,161,The Vanished Margins EP,2020,Country,9
804,192,Blinding Reverb Sessions,2015,Pop,10
805,173,Trembling Revisited,2009,Electronic,4
806,227,Under Fading Drifts,2005,Rock,8
807,169,The Vanished Intervals (Deluxe),2017,Classical,6
808,232,Contours & Fragments,2020,Rock,10
809,106,Currents of Frequencies,2021,Classical,9
810,115,Intervals & Tides,2020,R&B,9
811,35,Tides & Ruins,2016,Classical,8
812,55,Resonance of Currents,2021,Jazz,8
813,131,Under Muted Spectra,2012,Rock,8
814,25,Scattered Frequencies,1999,Hip-Hop,9
815,68,Overtones & Archives,2017,Metal,10
816,60,Muted Orbits Sessions,2011,Country,8
817,188,Weightless Fragments (Deluxe),2022,Country,4
818,125,Flickers of Archives,2022,Hip-Hop,8
819,233,Glowing Reverb,1996,Classical,5
820,188,Under Fading Shadows,2022,Country,14
821,236,Frequencies & Overtones,2023,Folk,10
822,107,Blinding Mirrors Revisited,2006,R&B,10
823,163,Orbits of Echoes,2004,R&B,6
824,135,Restless Contours Sessions,2012,Classical,9
825,84,Under Trembling Mirrors,2022,Electronic,9
826,13,Margins of Orbits,2017,Classical,15
827,193,Under Muted Drifts,2011,Folk,10
828,57,Pale Vol. II,2019,Electronic,8
829,34,Shadows & Circuits,2015,Hip-Hop,8
830,191,Fading Drifts Vol. II,2019,Metal,13
831,179,The Blinding Signals (Deluxe),2013,Folk,14
832,51,Fading Revisited,2015,Country,10
833,51,Under Silent Mirrors,1999,Country,13
834,69,Under Distant Horizons,2022,Country,10
835,109,Tides of Undertones,2013,Electronic,15
836,44,Intervals & Resonance,2016,Jazz,12
837,160,The Scattered Echoes,2014,Folk,9
838,176,Signals & Undertones,2005,Jazz,10
839,29,Echoes of Mirrors,2019,Metal,13
840,223,Tides & Fragments,2010,Classical,14
841,79,Embers & Margins,2024,Metal,8
842,55,The Vanished Drifts,2021,Jazz,9
843,124,Under Weightless Signals,2023,Folk,11
844,179,Tides of Orbits,2014,Folk,9
845,232,Bridges & Echoes,2019,Rock,13
846,52,Intervals of Currents,2017,Country,12
847,120,Tides of Shadows,2017,Classical,4
848,170,Pulses & Dissonance,2024,Hip-Hop,9
849,169,Dissonance & Horizons,2006,Classical,12
850,75,Orbits of Mirrors,2019,Hip-Hop,8
851,131,Horizons of Overtones,2018,Rock,10
852,125,Under Vanished Shadows,2001,Hip-Hop,10
853,51,Under Scattered Contours,2019,Country,15
854,6,Silent Spectra EP,2022,R&B,11
855,86,Frozen Pulses Vol. I,2014,Folk,9
856,161,Mirrors & Drifts,2015,Country,9
857,208,Drifting Currents Vol. II,2016,R&B,11
858,242,The Restless Overtones Vol. II,2022,Folk,12
859,36,Weightless Orbits EP,2022,Classical,10
860,157,Pulses of Mirrors,2024,Rock,9
861,62,Under Broken Vaults,2023,Folk,7
862,233,Under Restless Thresholds,2012,Classical,12
863,34,The Drifting Signals Sessions,2014,Hip-Hop,12
864,176,The Broken Ruins EP,2007,Jazz,9
865,111,The Drifting Spectra Sessions,2004,Classical,12
866,82,Vanished Contours,2000,Metal,14
867,82,The Weightless Tides Vol. I,2023,Metal,10
868,250,Blinding Intervals Sessions,2003,R&B,10
869,156,Under Glowing Mirrors,2016,R&B,10
870,60,Tides of Frequencies,2007,Country,13
871,177,Under Shattered Flickers,2018,Electronic,8
872,48,Shattered (Deluxe),1999,Electronic,15
873,42,The Silent Echoes Vol. II,2001,Jazz,10
874,237,Vaults & Mirrors,2023,Jazz,11
875,172,The Blinding Embers,2013,Pop,8
876,238,Glowing (Deluxe),2018,Folk,9
877,222,Silent Vol. II,2007,Folk,19
878,199,Glowing Margins Vol. II,2024,Country,11
879,81,Overtones of Flickers,2023,Rock,9
880,10,Under Silver Thresholds,2018,R&B,9
881,212,Silent Drifts EP,2007,Country,9
882,189,Vanished Orbits EP,2019,Classical,7
883,162,Crimson Ruins (Deluxe),2019,Rock,8
884,227,Thresholds & Bridges,2008,Rock,11
885,76,Under Hollow Flickers,2021,R&B,7
886,232,The Scattered Resonance Revisited,2022,Rock,11
887,24,Drifts of Horizons,2019,Jazz,7
888,200,Under Trembling Contours,2003,Classical,11
889,101,Velvet Thresholds Sessions,2012,Pop,15
890,226,Distant,2013,Jazz,8
891,178,Spectra of Flickers,2024,R&B,9
892,42,Margins of Horizons,2003,Jazz,15
893,30,Thresholds of Reverb,2023,Country,12
894,22,Under Trembling Orbits,2023,Hip-Hop,12
895,203,Under Glowing Bridges,2007,Pop,11
896,141,Archives & Dissonance,2016,Metal,9
897,221,The Blinding Flickers,2008,Pop,12
898,79,Margins & Undertones,2023,Metal,10
899,74,The Crimson Tides Sessions,2023,Rock,9
900,4,Glowing Intervals,2014,Metal,11
901,226,Under Golden Intervals,2023,Jazz,7
902,143,The Hollow Bridges,1996,Classical,10
903,168,Echoes & Signals,2022,Folk,7
904,9,Archives of Resonance,2020,Pop,10
905,77,Spectra & Shadows,1996,Folk,7
906,28,Flickers of Flickers,2022,Classical,13
907,147,Under Velvet Thresholds,2024,Electronic,10
908,93,Distant Undertones,2017,Metal,8
909,95,Distant Vol. II,2023,Hip-Hop,12
910,17,Circuits & Signals,2002,R&B,9
911,178,Fragments & Drifts,2018,R&B,14
912,135,The Trembling Embers Sessions,2009,Classical,9
913,28,Under Weightless Reverb,2019,Classical,10
914,23,Weightless Sessions,2024,Metal,7
915,202,Ruins of Vaults,2014,Country,6
916,218,Currents & Drifts,2019,Electronic,8
917,160,Spectra & Signals,2023,Folk,10
918,134,Reverb of Circuits,2021,Electronic,9
919,207,The Glowing Mirrors,2020,Hip-Hop,10
920,1,Neon Thresholds Revisited,2020,Rock,9
921,31,Dissonance of Embers,2022,Metal,9
922,106,Restless Frequencies EP,2024,Classical,9
923,164,The Neon Reverb,2017,Folk,9
924,73,Wavelengths & Shadows,2004,Country,9
925,77,Under Vanished Fragments,2019,Folk,8
926,2,Static Fragments Vol. I,2023,Electronic,10
927,186,Under Glowing Tides,2022,Folk,12
928,50,Resonance & Fragments,2024,Jazz,12
929,173,The Drifting Thresholds EP,2024,Electronic,8
930,86,Under Pale Archives,2024,Folk,12
931,81,Under Vanished Tides,2004,Rock,12
932,148,Shadows & Signals,2021,Folk,6
933,216,Restless Orbits Revisited,2016,Folk,8
934,216,The Muted Intervals Vol. II,2004,Folk,10
935,153,Blinding Ruins Vol. I,2024,Folk,13
936,9,Vaults & Shadows,2018,Pop,11
937,225,The Frozen Thresholds,2013,Jazz,8
938,135,Wavelengths & Echoes,2014,Classical,15
939,234,Scattered Drifts,2024,Rock,11
940,124,Under Broken Embers,2011,Folk,8
941,237,Weightless EP,2020,Jazz,9
942,199,The Weightless Echoes (Deluxe),2022,Country,5
943,183,Under Silver Tides,2011,Jazz,10
944,239,Static Dissonance Sessions,2022,Metal,8
945,86,Under Blinding Pulses,2012,Folk,6
946,6,Under Blinding Ruins,2021,R&B,13
947,83,The Crimson Ruins,2024,Classical,9
948,82,Signals & Bridges,2003,Metal,9
949,30,Glowing Contours EP,2021,Country,10
950,53,Currents & Signals,2014,Rock,7
951,147,The Velvet Shadows,2024,Electronic,14
952,229,Broken Tides (Deluxe),2017,Metal,7
953,28,Intervals of Overtones,2021,Classical,10
954,162,Flickers of Thresholds,2018,Rock,10
955,80,Resonance & Embers,2017,Country,5
956,195,Wavelengths of Contours,1997,Country,13
957,250,Trembling Thresholds,2009,R&B,11
958,80,Reverb of Flickers,2019,Country,15
959,120,The Glowing Currents Vol. I,2017,Classical,11
960,47,Spectra of Pulses,2005,Rock,7
961,202,Distant Circuits,2006,Country,9
962,123,Intervals & Archives,2007,Jazz,10
963,131,Fading Resonance,2018,Rock,13
964,143,Shadows of Wavelengths,2004,Classical,11
965,137,Silent Sessions,2016,Pop,12
966,141,Embers & Resonance,2017,Metal,15
967,152,Endless Sessions,2020,Pop,12
968,140,Mirrors of Bridges,2021,Metal,9
969,172,Weightless Spectra Sessions,2024,Pop,8
970,125,Muted Intervals (Deluxe),2006,Hip-Hop,11
971,143,Scattered Bridges,2007,Classical,10
972,18,Under Silver Pulses,2024,Jazz,11
973,198,Pulses of Echoes,2016,Jazz,12
974,56,The Muted Overtones Revisited,2000,Metal,11
975,194,The Static Signals (Deluxe),2021,Hip-Hop,16
976,100,Under Muted Thresholds,2019,Rock,10
977,53,Overtones of Fragments,2014,Rock,12
978,146,Ruins of Spectra,2018,Rock,7
979,184,Shadows & Archives,2006,Pop,8
980,157,Under Fading Dissonance,2022,Rock,14
981,219,Echoes & Frequencies,2022,Metal,10
982,248,Neon Flickers EP,2023,Country,8
983,92,Pale Dissonance,2019,Hip-Hop,15
984,111,Archives of Orbits,2019,Classical,11
985,82,Endless EP,2001,Metal,10
986,170,The Shattered Signals,2018,Hip-Hop,17
987,99,Resonance & Vaults,2007,Rock,8
988,74,Signals of Signals,2022,Rock,9
989,19,Tides of Signals,2018,R&B,10
990,227,Static Vol. II,1999,Rock,10
991,22,The Drifting Wavelengths Vol. II,2014,Hip-Hop,13
992,229,Under Scattered Orbits,2022,Metal,10
993,58,The Endless Intervals,2022,Electronic,15
994,128,Mirrors of Flickers,2019,Country,12
995,69,Vanished Sessions,2021,Country,7
996,9,Muted Circuits Vol. I,2012,Pop,9
997,149,The Weightless Margins EP,2022,Pop,6
998,193,Thresholds & Drifts,2011,Folk,9
999,134,Shadows of Pulses,2024,Electronic,12
1000,139,Under Pale Intervals,1998,Electronic,14
1001,232,Contours & Undertones,2015,Rock,9
1002,121,Burning (Deluxe),2013,Jazz,17
1003,188,Vaults & Frequencies,2023,Country,5
1004,75,The Hollow Flickers Sessions,2016,Hip-Hop,9
1005,187,Under Golden Echoes,2023,Pop,6
1006,122,Under Velvet Archives,2001,R&B,10
1007,169,Wavelengths & Margins,2006,Classical,9
1008,74,Under Distant Dissonance,2023,Rock,11
1009,65,The Glowing Currents,2024,R&B,10
1010,66,Weightless Horizons Sessions,2000,Country,8
1011,233,Thresholds of Frequencies,2020,Classical,9
1012,45,The Shattered Bridges EP,2024,Pop,7
1013,9,Under Broken Resonance,2018,Pop,9
1014,193,The Static Thresholds Revisited,2014,Folk,6
1015,54,Echoes & Reverb,2017,Classical,11
1016,194,Hollow Bridges (Deluxe),2023,Hip-Hop,9
1017,122,Circuits & Margins,2024,R&B,15
1018,237,Under Silent Orbits,2023,Jazz,12
1019,181,The Burning Dissonance Vol. II,2020,Country,5
1020,74,Drifts & Pulses,2022,Rock,8
1021,25,Under Drifting Frequencies,2022,Hip-Hop,8
1022,111,Under Drifting Dissonance,2007,Classical,12
1023,86,Currents & Wavelengths,2006,Folk,6
1024,66,Blinding Revisited,2018,Country,10
1025,62,Pulses of Archives,2022,Folk,13
1026,134,Pulses & Flickers,2016,Electronic,11
1027,81,Under Neon Pulses,1998,Rock,11
1028,213,Neon Vaults,2012,Metal,8
1029,27,The Weightless Ruins,2001,Country,16
1030,9,Glowing Shadows,2020,Pop,7
1031,169,The Glowing Reverb,2009,Classical,11
1032,23,Undertones of Overtones,2015,Metal,8
1033,145,The Silver Flickers,2003,Folk,8
1034,76,Thresholds of Spectra,2017,R&B,5
1035,197,Currents & Bridges,2008,Electronic,10
1036,71,Fading Orbits Vol. I,2000,Electronic,10
1037,67,Bridges & Thresholds,1999,Pop,13
1038,126,The Glowing Orbits,2020,Pop,7
1039,126,Broken Contours Vol. II,2013,Pop,9
1040,158,Horizons of Spectra,2011,Rock,10
1041,184,Horizons & Echoes,2008,Pop,9
1042,19,Under Weightless Currents,2019,R&B,12
1043,115,Shattered Signals Revisited,2022,R&B,8
1044,1,Static Orbits,1999,Rock,14
1045,180,Under Neon Drifts,2024,Rock,8
1046,123,Under Silent Tides,2015,Jazz,12
1047,245,Resonance of Undertones,2021,Jazz,16
1048,32,Under Vanished Spectra,2016,Electronic,12
1049,86,Ruins of Orbits,2004,Folk,9
1050,162,Under Restless Shadows,2021,Rock,10
1051,195,Reverb & Embers,2000,Country,8
1052,142,Fading Pulses,2018,R&B,11
1053,179,Silver Revisited,2018,Folk,10
1054,92,The Hollow Embers,2019,Hip-Hop,7
1055,126,Distant EP,2020,Pop,11
1056,79,Vanished (Deluxe),2016,Metal,10
1057,10,Echoes & Fragments,2023,R&B,7
1058,185,Fading Horizons,2020,Pop,15
1059,168,Drifts of Thresholds,2016,Folk,7
1060,223,Under Broken Margins,2014,Classical,9
1061,237,Hollow Margins,2021,Jazz,6
1062,168,Shattered Spectra Sessions,1996,Folk,7
1063,63,Reverb of Signals,1999,Jazz,12
1064,45,Echoes of Overtones,2006,Pop,8
1065,211,Scattered Intervals,2024,Hip-Hop,12
1066,152,Silver Horizons (Deluxe),2024,Pop,6
1067,205,Under Silent Shadows,2020,Classical,17
1068,52,Archives of Contours,2019,Country,8
1069,83,The Blinding Echoes Sessions,2021,Classical,7
1070,86,The Muted Echoes,2006,Folk,13
1071,203,Intervals of Orbits,2019,Pop,10
1072,41,Shattered Shadows,1996,Classical,7
1073,46,Trembling Reverb Sessions,2013,Country,8
1074,107,The Broken Reverb,2022,R&B,7
1075,116,Under Trembling Echoes,2013,Folk,11
1076,184,Resonance of Wavelengths,2015,Pop,12
1077,90,The Crimson Horizons EP,2008,Rock,10
1078,159,Dissonance & Undertones,2020,Country,12
1079,119,Pulses of Embers,2018,Metal,10
1080,14,The Silver Wavelengths,2023,Country,8
1081,217,The Static Spectra,2021,Rock,11
1082,166,Ruins & Embers,2008,Hip-Hop,12
1083,65,Echoes of Spectra,2022,R&B,13
1084,46,The Neon Circuits EP,2007,Country,10
1085,19,The Weightless Thresholds Sessions,2013,R&B,11
1086,84,Crimson Revisited,2023,Electronic,13
1087,59,Restless Mirrors,2022,Metal,10
1088,189,The Distant Circuits Sessions,2010,Classical,12
1089,14,Frequencies of Currents,2008,Country,4
1090,86,Golden Signals,2017,Folk,11
1091,118,The Pale Intervals,2020,Rock,8
1092,204,Endless Dissonance EP,2023,Hip-Hop,10
1093,221,The Muted Circuits (Deluxe),2003,Pop,6
1094,4,Vaults of Margins,2014,Metal,16
1095,64,Vaults & Archives,2013,Pop,8
1096,229,Under Broken Spectra,2017,Metal,10
1097,107,Hollow Circuits EP,2007,R&B,8
1098,109,Under Fading Circuits,2007,Electronic,13
1099,116,Under Blinding Tides,2021,Folk,8
1100,244,The Broken Frequencies,2019,Metal,7
1101,166,Neon Circuits Revisited,2004,Hip-Hop,11
1102,42,Thresholds of Dissonance,2019,Jazz,7
1103,192,Under Neon Thresholds,2017,Pop,6
1104,198,The Trembling Orbits,2020,Jazz,10
1105,161,Drifting Shadows Vol. II,2017,Country,5
1106,136,Pale Vaults,2017,Rock,13
1107,243,Under Vanished Archives,2019,Pop,13
1108,202,Shadows of Intervals,2023,Country,10
1109,86,Spectra of Echoes,2019,Folk,14
1110,243,Frequencies of Overtones,2016,Pop,7
1111,29,Under Trembling Shadows,2020,Metal,13
1112,36,Mirrors & Contours,2013,Classical,5
1113,167,Embers of Undertones,2022,Hip-Hop,11
1114,195,The Restless Frequencies,2011,Country,11
1115,175,Golden,2001,Hip-Hop,5
1116,96,Under Burning Resonance,2017,Rock,12
1117,121,Contours of Pulses,2021,Jazz,15
1118,137,Thresholds & Intervals,2020,Pop,9
1119,205,Flickers of Wavelengths,2023,Classical,8
1120,17,Silver Bridges,2002,R&B,9
1121,179,Under Drifting Tides,2005,Folk,11
1122,107,Contours of Spectra,2010,R&B,9
1123,122,Vaults & Thresholds,2023,R&B,10
1124,166,Pale Embers,1995,Hip-Hop,6
1125,224,The Burning Reverb Vol. I,2023,Country,7
1126,149,Reverb & Reverb,2020,Pop,11
1127,84,Muted Revisited,2024,Electronic,11
1128,118,Archives & Signals,2023,Rock,10
1129,203,Bridges & Wavelengths,2003,Pop,7
1130,59,Broken Frequencies,2024,Metal,13
1131,245,The Glowing Spectra,2023,Jazz,8
1132,138,Bridges & Bridges,2010,Pop,15
1133,42,The Silver Echoes Vol. I,2019,Jazz,8
1134,33,Golden Vol. I,2011,Rock,10
1135,53,Fragments of Frequencies,2009,Rock,11
1136,96,Under Pale Horizons,2016,Rock,5
1137,104,Weightless Contours EP,2022,Pop,7
1138,166,Ruins of Circuits,2023,Hip-Hop,8
1139,75,Under Static Signals,2021,Hip-Hop,9
1140,87,Contours of Horizons,2004,Classical,9
1141,7,Echoes & Intervals,2015,R&B,9
1142,50,Under Burning Mirrors,2020,Jazz,13
1143,240,Vanished Dissonance (Deluxe),2016,Jazz,6
1144,172,Burning Orbits,2018,Pop,8
1145,82,Static Frequencies Vol. II,1999,Metal,13
1146,184,Frequencies & Ruins,2020,Pop,13
1147,224,Under Distant Embers,2024,Country,6
1148,190,The Weightless Overtones Vol. II,2024,Rock,11
1149,36,Under Glowing Shadows,2014,Classical,4
1150,54,Circuits & Dissonance,2019,Classical,14
1151,17,Under Blinding Orbits,2001,R&B,9
1152,2,Velvet EP,2023,Electronic,10
1153,182,The Crimson Bridges Vol. II,2004,Jazz,9
1154,142,Under Pale Circuits,2023,R&B,8
1155,58,Neon Signals,2017,Electronic,11
1156,245,Overtones of Ruins,2021,Jazz,6
1157,46,The Neon Horizons,2019,Country,13
1158,249,Glowing Margins Vol. I,2021,Metal,5
1159,124,Under Endless Dissonance,2009,Folk,5
1160,161,Circuits of Flickers,2010,Country,6
1161,96,Golden Bridges Sessions,2016,Rock,8
1162,38,Thresholds & Overtones,2024,Folk,10
1163,35,Spectra of Frequencies,2010,Classical,16
1164,75,Drifts & Reverb,2009,Hip-Hop,7
1165,132,The Blinding Reverb,2024,Jazz,9
1166,25,Under Restless Dissonance,2005,Hip-Hop,14
1167,212,Frequencies of Horizons,2012,Country,10
1168,149,Resonance & Signals,1995,Pop,13
1169,36,Under Pale Frequencies,2024,Classical,8
1170,125,Crimson Signals EP,2003,Hip-Hop,13
1171,213,The Vanished Intervals EP,2023,Metal,9
